location,km,annee,marque,model,date,price,carburant,puissance,boite,cylindre,region,city
"Kairouan, Chebika",200.0,1992.0,Renault,Super 5,13 mars 2021,6800.0,Essence,4.0,Blanc,Avec kilométrage,Kairouan,Chebika
"Ben arous, Hammam Chott",300000.0,2006.0,Peugeot,407,1 mars 2021,20600.0,Diesel,6.0,Bleu,Utilitaire,Ben arous,Hammam Chott
"Médenine, Autres villes",167000.0,2004.0,Peugeot,206,7 mars 2021,18000.0,Essence,4.0,Rouge,Avec kilométrage,Médenine,Autres villes
"Tunis, Autres villes",60000.0,2004.0,Peugeot,206,8 mars 2021,1350.0,Essence,4.0,Bleu,Compacte,Tunis,Autres villes
"Tunis, Autres villes",190000.0,2008.0,Chevrolet,Optra,12 mars 2021,16800.0,Essence,5.0,Gris,Compacte,Tunis,Autres villes
"Nabeul, Grombalia",2.0,1996.0,Citroen,Saxo,8 mars 2021,6700.0,Essence,4.0,Vert,Autres,Nabeul,Grombalia
"Médenine, Autres villes",309.0,2005.0,Chevrolet,Aveo,8 mars 2021,12500.0,Essence,5.0,Noir,Berline,Médenine,Autres villes
"Sidi bouzid, Autres villes",155000.0,2016.0,Mercedes-Benz,Classe CLA,12 mars 2021,97000.0,Diesel,5.0,Gris,Manuelle,Sidi bouzid,Autres villes
"Sfax, Sfax",99999.0,1997.0,Volkswagen,Polo,21 février 2021,9000.0,Essence,5.0,Blanc,Manuelle,Sfax,Sfax
"Kasserine, Autres villes",300000.0,2006.0,Mercedes-Benz,Vito,13 février 2021,21000.0,Diesel,7.0,Gris,Avec kilométrage,Kasserine,Autres villes
"Tunis, Autres villes",204.0,2003.0,Citroen,C3,9 février 2021,16900.0,Essence,5.0,Rouge,Berline,Tunis,Autres villes
"Tunis, Autres villes",2015.0,2009.0,Serie 3 GT,Diesel,12 mars 2021,92000.0,7,6.0,Berline,Avec kilométrage,Tunis,Autres villes
"Sousse, Enfidha",2222.0,1990.0,Renault,R4,15 février 2021,5000.0,Essence,5.0,Blanc,Compacte,Sousse,Enfidha
"Ariana, Ennasr",83000.0,2010.0,BMW,Serie 3,13 mars 2021,53500.0,Essence,7.0,Gris,Berline,Ariana,Ennasr
"Mahdia, Chebba",370.0,2002.0,Renault,Clio,9 mars 2021,12000.0,Diesel,4.0,Gris,Berline,Mahdia,Chebba
"Tunis, Autres villes",236.0,2005.0,Citroen,C4,1 mars 2021,20800.0,Essence,6.0,Gris,Compacte,Tunis,Autres villes
"Zaghouan, El Fahs",90000.0,2016.0,Kia,Rio,9 mars 2021,41500.0,Essence,5.0,Noir,Berline,Zaghouan,El Fahs
"Le kef, Autres villes",480000.0,2010.0,Fiat,Palio,23 février 2021,12500.0,Essence,5.0,Blanc,Compacte,Le kef,Autres villes
"Tunis, Autres villes",300000.0,2021.0,Renault,Clio,20 février 2021,17000.0,Essence,4.0,Gris,Compacte,Tunis,Autres villes
"Ariana, Ariana Ville",196.0,1995.0,Fiat,500,8 février 2021,8000.0,Essence,4.0,Vert,Berline,Ariana,Ariana Ville
"Tunis, Autres villes",112000.0,2016.0,Renault,Megane,3 mars 2021,35000.0,Essence,5.0,Gris,Compacte,Tunis,Autres villes
"Médenine, Djerba-Houmt Souk",225000.0,2007.0,Mercedes-Benz,Vito,15 février 2021,23000.0,Diesel,7.0,Blanc,Utilitaire,Médenine,Djerba-Houmt Souk
"Nabeul, Autres villes",153000.0,2014.0,Renault,Clio,24 février 2021,38500.0,Diesel,6.0,Blanc,Autres,Nabeul,Autres villes
"Sousse, Autres villes",190.0,2011.0,Volkswagen,Golf 6,1 mars 2021,33500.0,Diesel,5.0,Autres,Avec kilométrage,Sousse,Autres villes
"Ben arous, Hammam Chott",190500.0,2012.0,Nissan,Qashqai,5 mars 2021,47800.0,Diesel,6.0,Gris,4 x 4,Ben arous,Hammam Chott
"Ariana, Chotrana",320000.0,2001.0,Renault,Kangoo,7 mars 2021,12500.0,Diesel,5.0,Bleu,Utilitaire,Ariana,Chotrana
"Jendouba, Jendouba",220000.0,1996.0,Volkswagen,Golf 3,7 février 2021,10500.0,Diesel,6.0,Bleu,Utilitaire,Jendouba,Jendouba
"Ben arous, Medina Jedida",186000.0,2016.0,Mazda,BT-50,1 mars 2021,74000.0,Diesel,9.0,Manuelle,2.8,Ben arous,Medina Jedida
"Ariana, Autres villes",74.0,2009.0,Autres,Autres,27 février 2021,19000.0,Essence,5.0,Gris,Autres,Ariana,Autres villes
"Tunis, El Ouardia",300.0,1995.0,Opel,Corsa,4 mars 2021,9600.0,Essence,4.0,Bleu,Berline,Tunis,El Ouardia
"Tunis, Autres villes",324.0,2000.0,Volkswagen,Polo,4 mars 2021,12500.0,Essence,4.0,Gris,Berline,Tunis,Autres villes
"Tunis, Autres villes",260.0,2008.0,Citroen,C5,26 février 2021,26800.0,Diesel,6.0,Manuelle,1.6,Tunis,Autres villes
"Tunis, Autres villes",132000.0,2012.0,Rover,Streetwise,17 février 2021,135000.0,Essence,15.0,Blanc,4 x 4,Tunis,Autres villes
"Ben arous, El Mourouj",190000.0,1993.0,Opel,Corsa,24 février 2021,7000.0,Essence,5.0,Blanc,Berline,Ben arous,El Mourouj
"Ariana, Ennasr",75000.0,2009.0,Audi,A3,4 mars 2021,45000.0,Essence,6.0,Gris,Compacte,Ariana,Ennasr
"Tunis, Autres villes",135000.0,2016.0,Citroen,Berlingo,12 mars 2021,32000.0,Diesel,5.0,Blanc,Manuelle,Tunis,Autres villes
"Tunis, Autres villes",0.0,1986.0,Fiat,Uno,8 mars 2021,1800.0,Essence,4.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Le kef, Tajerouine",0.0,1992.0,Renault,R19,27 février 2021,9000.0,Essence,6.0,Blanc,Nouveau,Le kef,Tajerouine
"Sfax, Autres villes",107432.0,2013.0,Kia,Rio,13 février 2021,34000.0,Essence,5.0,Gris,Manuelle,Sfax,Autres villes
"Tunis, Autres villes",161.0,2007.0,Volkswagen,Golf 5,13 février 2021,32000.0,Essence,13.0,Noir,Berline,Tunis,Autres villes
"Sousse, Sousse Médina",12222.0,1997.0,Peugeot,Partner,3 mars 2021,12000.0,Diesel,7.0,Blanc,Autres,Sousse,Sousse Médina
"Ben arous, Radès",138000.0,2009.0,Porsche,Cayenne,11 mars 2021,104900.0,Essence,20.0,Noir,4 x 4,Ben arous,Radès
"Monastir, Moknine",91500.0,2013.0,Renault,Clio,6 mars 2021,33500.0,Essence,5.0,Gris,Compacte,Monastir,Moknine
"Gabès, Autres villes",180000.0,1997.0,Citroen,ZX,11 mars 2021,7600.0,Essence,5.0,Bleu,Berline,Gabès,Autres villes
"Kairouan, Kairouan",72000.0,2017.0,Renault,Logan,1 mars 2021,36600.0,Essence,5.0,Gris,Berline,Kairouan,Kairouan
"Sfax, Sfax Ville",300000.0,2000.0,Renault,Megane,13 mars 2021,7500.0,Diesel,7.0,Manuelle,1.1,Sfax,Sfax Ville
"Médenine, Djerba - Midoun",289000.0,1993.0,Nissan,Patrol,22 février 2021,16500.0,Diesel,16500.0,Blanc,4 x 4,Médenine,Djerba - Midoun
"Nabeul, Korba",500000.0,1992.0,Mitsubishi,L200,20 février 2021,14000.0,Diesel,10.0,Blanc,Utilitaire,Nabeul,Korba
"Ariana, Autres villes",250.0,2010.0,Peugeot,206,11 mars 2021,16500.0,Essence,6.0,Beige,Autres,Ariana,Autres villes
"Sfax, Sakiet Ezzit",206.0,1994.0,Volkswagen,Golf 3,1 mars 2021,11500.0,Diesel,6.0,Bleu,Autres,Sfax,Sakiet Ezzit
"Ariana, Autres villes",200.0,1995.0,Volkswagen,Polo,14 février 2021,10000.0,Essence,5.0,Blanc,Manuelle,Ariana,Autres villes
"Nabeul, Nabeul",381000.0,1995.0,Fiat,Uno,22 février 2021,10900.0,Essence,4.0,Vert,Berline,Nabeul,Nabeul
"Nabeul, Béni Khiar",147000.0,2015.0,Renault,Symbol,1 mars 2021,23000.0,Essence,5.0,Beige,Autres,Nabeul,Béni Khiar
"Ben arous, Mornag",104000.0,2015.0,Ford,Mondeo,27 février 2021,41000.0,Essence,6.0,Noir,Berline,Ben arous,Mornag
"Tunis, Menzah",1111.0,1997.0,Mercedes-Benz,Classe C,12 mars 2021,18200.0,Diesel,7.0,Vert,Berline,Tunis,Menzah
"Tunis, Autres villes",272000.0,2010.0,Volkswagen,Jetta,3 mars 2021,24000.0,Diesel,6.0,Noir,Berline,Tunis,Autres villes
"Sfax, Autres villes",323000.0,1999.0,Fiat,Punto,27 février 2021,13000.0,Essence,4.0,Noir,Automatique,Sfax,Autres villes
"Tunis, Le Bardo",189000.0,2008.0,Volkswagen,Polo,7 mars 2021,20500.0,Essence,4.0,Gris,Berline,Tunis,Le Bardo
"Le kef, Autres villes",150000.0,1996.0,Autres,Autres,12 février 2021,12300.0,Essence,12.0,Bleu,Utilitaire,Le kef,Autres villes
"Mahdia, Autres villes",200000.0,2009.0,Kia,Sportage,13 mars 2021,40000.0,Essence,9.0,Noir,4 x 4,Mahdia,Autres villes
"Bizerte, Bizerte",239.0,2002.0,Volkswagen,Polo,12 mars 2021,12800.0,Essence,4.0,Noir,Compacte,Bizerte,Bizerte
"Mahdia, Mahdia",83000.0,2014.0,Nissan,Micra,18 février 2021,28000.0,Essence,5.0,Blanc,Autres,Mahdia,Mahdia
"Sidi bouzid, Autres villes",300.0,1992.0,Isuzu,D-MAX,1 mars 2021,18000.0,Diesel,9.0,Blanc,Manuelle,Sidi bouzid,Autres villes
"Sousse, Autres villes",300000.0,1986.0,Opel,Kadett,4 mars 2021,1800.0,Diesel,5.0,Manuelle,1.6,Sousse,Autres villes
"Tunis, El Ouardia",164500.0,2014.0,Ssangyong,Korando,20 février 2021,45000.0,Diesel,11.0,Beige,Berline,Tunis,El Ouardia
"Nabeul, Nabeul",158000.0,2015.0,Volkswagen,Caddy,22 février 2021,33400.0,Diesel,7.0,Blanc,Utilitaire,Nabeul,Nabeul
"La manouba, Autres villes",300.0,1999.0,Volkswagen,Golf 4,13 mars 2021,13500.0,Diesel,7.0,Gris,Berline,La manouba,Autres villes
"Monastir, Jemmal",175.0,2004.0,Volkswagen,Polo,9 mars 2021,16800.0,Essence,5.0,Gris,Autres,Monastir,Jemmal
"Tunis, L'aouina",189000.0,2010.0,Fiat,Grande Punto,3 mars 2021,22000.0,Essence,5.0,Blanc,Compacte,Tunis,L'aouina
"Tataouine, Autres villes",11111.0,2000.0,Peugeot,406,23 février 2021,12500.0,Essence,7.0,Gris,Berline,Tataouine,Autres villes
"Tunis, Autres villes",311635.0,2005.0,Peugeot,Partner,13 mars 2021,16500.0,Diesel,0.0,Manuelle,1.4,Tunis,Autres villes
"Tunis, Autres villes",9000.0,2020.0,Chery,Tiggo,8 février 2021,47500.0,Essence,6.0,Gris,Autres,Tunis,Autres villes
"Tunis, Centre Ville - Lafayette",169.0,2013.0,Citroen,C4,2 mars 2021,30500.0,Essence,6.0,Blanc,Manuelle,Tunis,Centre Ville - Lafayette
"Gabès, Autres villes",240.0,2012.0,Renault,Symbol,12 mars 2021,21500.0,Essence,5.0,Noir,Utilitaire,Gabès,Autres villes
"Bizerte, Ras Jebel",130000.0,2015.0,Volkswagen,Caddy,10 mars 2021,27000.0,Diesel,5.0,Gris,Manuelle,Bizerte,Ras Jebel
"Sousse, Autres villes",170.0,2017.0,Audi,A4,3 mars 2021,82000.0,Essence,8.0,Argent,Berline,Sousse,Autres villes
"Tunis, Sidi Daoud",78000.0,2015.0,BMW,Serie 4,13 mars 2021,125000.0,Essence,10.0,Blanc,Utilitaire,Tunis,Sidi Daoud
"Tunis, Autres villes",120.0,2017.0,Toyota,Yaris,13 mars 2021,30500.0,Essence,4.0,Blanc,Avec kilométrage,Tunis,Autres villes
"Monastir, Sayada-Lamta-Bou Hajar",220000.0,1998.0,Peugeot,Expert,15 février 2021,23000.0,Diesel,6.0,Bleu,Avec kilométrage,Monastir,Sayada-Lamta-Bou Hajar
"Gabès, Gabès Médina",4000.0,2021.0,Suzuki,APV,12 mars 2021,35000.0,Essence,5.0,Gris,Compacte,Gabès,Gabès Médina
"Ariana, Autres villes",320000.0,2002.0,Mercedes-Benz,Classe A,2 mars 2021,19000.0,Diesel,6.0,Rouge,Berline,Ariana,Autres villes
"Ben arous, El Mourouj",11111.0,1998.0,BMW,Serie 3,8 février 2021,1700.0,Diesel,4.0,Noir,Berline,Ben arous,El Mourouj
"Kairouan, Echrarda",270.0,1993.0,Renault,Express,4 mars 2021,7500.0,Diesel,7.0,Bleu,Compacte,Kairouan,Echrarda
"Jendouba, Autres villes",210000.0,1998.0,Peugeot,406,19 février 2021,11600.0,Diesel,6.0,Manuelle,1.9,Jendouba,Autres villes
"Sfax, Sfax",11000.0,2019.0,Chery,QQ,8 mars 2021,20500.0,Essence,4.0,Gris,Autres,Sfax,Sfax
"Tunis, Tunis",250.0,2000.0,Renault,Kangoo,11 mars 2021,9800.0,Diesel,5.0,Blanc,Autres,Tunis,Tunis
"Monastir, Moknine",122000.0,2018.0,Toyota,RAV 4,20 février 2021,72000.0,Essence,6.0,Blanc,Compacte,Monastir,Moknine
"Monastir, Monastir",70000.0,2016.0,Volkswagen,Polo,28 février 2021,33500.0,Essence,4.0,Marron,Berline,Monastir,Monastir
"Sousse, Hammam Sousse",96000.0,2017.0,Volkswagen,Polo,22 février 2021,35000.0,Essence,1.0,Noir,Autres,Sousse,Hammam Sousse
"Tunis, Autres villes",165.0,2013.0,Volkswagen,Polo,8 mars 2021,26000.0,Essence,5.0,Gris,Berline,Tunis,Autres villes
"Ben arous, Mégrine",60000.0,2017.0,Volkswagen,Jetta,7 mars 2021,65000.0,Essence,7.0,Noir,Berline,Ben arous,Mégrine
"Monastir, Autres villes",190000.0,2009.0,Peugeot,207,28 février 2021,22000.0,Diesel,4.0,Noir,Manuelle,Monastir,Autres villes
"Ben arous, Autres villes",145000.0,1983.0,Volkswagen,Jetta,26 février 2021,4500.0,Diesel,5.0,Bleu,Berline,Ben arous,Autres villes
"Sfax, Autres villes",80000.0,2015.0,Citroen,C4,13 mars 2021,36500.0,Essence,6.0,Blanc,Berline,Sfax,Autres villes
"Tataouine, Tataouine",150.0,2014.0,Mazda,BT-50,24 février 2021,49000.0,Diesel,8.0,Gris,4 x 4,Tataouine,Tataouine
"Tunis, Autres villes",150.0,2015.0,Autres,Autres,9 mars 2021,26500.0,Essence,5.0,Autre,Autres,Tunis,Autres villes
"Ben arous, El Mourouj",0.0,1985.0,Volkswagen,Polo,8 février 2021,6400.0,Essence,5.0,Blanc,Berline,Ben arous,El Mourouj
"Ben arous, Autres villes",200000.0,1988.0,Fiat,Uno,21 février 2021,6800.0,Essence,4.0,Manuelle,&gt;4.0,Ben arous,Autres villes
"Nabeul, Soliman",140000.0,2009.0,Fiat,Grande Punto,28 février 2021,20000.0,Essence,5.0,Manuelle,1.2,Nabeul,Soliman
"Sidi bouzid, Sidi bouzid",199999.0,2001.0,Volkswagen,Polo,11 février 2021,12000.0,Essence,5.0,Gris,Manuelle,Sidi bouzid,Sidi bouzid
"Sousse, Autres villes",0.0,2001.0,Fiat,Bravo,27 février 2021,9500.0,Essence,5.0,Noir,Autres,Sousse,Autres villes
"Kairouan, Kairouan Sud",9000.0,1995.0,Volvo,S40,27 février 2021,3500.0,Essence,2.0,Gris,Manuelle,Kairouan,Kairouan Sud
"Tunis, Le Kram",145.0,2000.0,Citroen,Saxo,12 mars 2021,10500.0,Essence,5.0,Manuelle,1.1,Tunis,Le Kram
"Gafsa, Mdhila",300.0,2008.0,Renault,Clio,25 février 2021,23500.0,Essence,5.0,Gris,Berline,Gafsa,Mdhila
"Ariana, Ariana",129000.0,2014.0,Kia,Sportage,13 mars 2021,72000.0,Essence,11.0,Beige,4 x 4,Ariana,Ariana
"Gabès, Autres villes",220000.0,1997.0,Mitsubishi,Lancer,17 février 2021,16000.0,Essence,4.0,Autre,Berline,Gabès,Autres villes
"Tunis, Sidi Hassine",259000.0,2005.0,Volkswagen,Polo,1 mars 2021,16800.0,Essence,5.0,Gris,Autres,Tunis,Sidi Hassine
"Tunis, Sidi Bou Said",160.0,2009.0,Fiat,Grande Punto,9 mars 2021,21500.0,Essence,5.0,Gris,Compacte,Tunis,Sidi Bou Said
"Gabès, Autres villes",300.0,2001.0,Peugeot,307,26 février 2021,17500.0,Essence,7.0,Manuelle,&gt;4.0,Gabès,Autres villes
"Ariana, Autres villes",103000.0,2014.0,Citroen,C3,27 février 2021,28900.0,Essence,5.0,Vert,Berline,Ariana,Autres villes
"Tunis, Autres villes",219616.0,1991.0,Peugeot,309,13 mars 2021,9500.0,Essence,7.0,Blanc,Autres,Tunis,Autres villes
"Sousse, Sahloul",1.0,1993.0,Isuzu,Trooper,8 février 2021,24000.0,Diesel,1.0,Blanc,Autres,Sousse,Sahloul
"Béja, Béja Sud",130.0,2013.0,Ford,Fiesta,8 février 2021,24500.0,Essence,5.0,Blanc,Manuelle,Béja,Béja Sud
"Ariana, Mnihla",125.0,2010.0,Peugeot,206+,12 mars 2021,24000.0,Essence,4.0,Noir,Compacte,Ariana,Mnihla
"Sidi bouzid, Sidi bouzid",0.0,1997.0,Renault,Clio,8 mars 2021,10500.0,Essence,5.0,Vert,4 x 4,Sidi bouzid,Sidi bouzid
"Sfax, Sfax",310000.0,2012.0,Nissan,Navara,10 mars 2021,39500.0,Diesel,12.0,Gris,4 x 4,Sfax,Sfax
"Ben arous, Autres villes",9999.0,1993.0,Volkswagen,Fox,20 février 2021,8200.0,Essence,5.0,Blanc,Berline,Ben arous,Autres villes
"Mahdia, Mahdia",194000.0,2009.0,Volkswagen,Passat,19 février 2021,31700.0,Diesel,6.0,Bleu,Berline,Mahdia,Mahdia
"Tunis, La Marsa",210000.0,2010.0,Peugeot,3008,19 février 2021,37000.0,Diesel,6.0,Gris,Compacte,Tunis,La Marsa
"Tunis, Autres villes",280.0,2006.0,Peugeot,307,1 mars 2021,1500.0,Diesel,5.0,Manuelle,1.6,Tunis,Autres villes
"Sousse, Sahloul",277000.0,2004.0,Renault,Megane,10 mars 2021,17500.0,Diesel,6.0,Blanc,Berline,Sousse,Sahloul
"Médenine, Médenine",0.0,1999.0,Peugeot,Expert,6 février 2021,16800.0,Diesel,6.0,Blanc,Monospace,Médenine,Médenine
"Bizerte, Bizerte Nord",250.0,2007.0,Opel,Astra,10 mars 2021,24300.0,Essence,5.0,Beige,Compacte,Bizerte,Bizerte Nord
"Sousse, Akouda",116000.0,2016.0,Peugeot,508,13 mars 2021,59800.0,Diesel,6.0,Noir,Berline,Sousse,Akouda
"Nabeul, Autres villes",200000.0,2003.0,Renault,Megane,20 février 2021,19300.0,Essence,6.0,Avec kilométrage,Manuelle,Nabeul,Autres villes
"Ben arous, Ben arous",99000.0,2017.0,Dacia,Dokker,8 mars 2021,24000.0,Diesel,6.0,Manuelle,1.5,Ben arous,Ben arous
"Monastir, Monastir",634.0,2009.0,Volkswagen,Polo,7 mars 2021,14700.0,Essence,4.0,Gris,Autres,Monastir,Monastir
"Médenine, Autres villes",125.0,2014.0,Seat,Leon,2 mars 2021,43000.0,Essence,6.0,Automatique,1.2,Médenine,Autres villes
"Zaghouan, Ez-Zeriba",350.0,1996.0,Renault,Express,9 mars 2021,9000.0,Diesel,6.0,Blanc,Compacte,Zaghouan,Ez-Zeriba
"Tunis, Tunis",140000.0,2015.0,Peugeot,Partner,12 février 2021,29500.0,Diesel,5.0,Blanc,Utilitaire,Tunis,Tunis
"Ariana, Ariana",130000.0,2009.0,Citroen,C5,9 mars 2021,28000.0,Essence,9.0,Noir,Berline,Ariana,Ariana
"Nabeul, Nabeul",95.0,2017.0,BMW,Serie 1,11 mars 2021,77500.0,Essence,7.0,Automatique,1.6,Nabeul,Nabeul
"Monastir, Monastir",223000.0,2015.0,Isuzu,D-MAX,13 mars 2021,47000.0,Diesel,8.0,Blanc,Pick up,Monastir,Monastir
"Tunis, L'aouina",57000.0,2017.0,BMW,Serie 3,9 mars 2021,109000.0,Essence,7.0,Bleu,Berline,Tunis,L'aouina
"Tunis, Tunis",300000.0,2005.0,Peugeot,Partner,12 février 2021,18000.0,Diesel,5.0,Blanc,Utilitaire,Tunis,Tunis
"Tunis, Autres villes",67979.0,1988.0,Volkswagen,Golf 2,28 février 2021,6800.0,Diesel,6.0,Noir,Berline,Tunis,Autres villes
"La manouba, Autres villes",2021.0,2004.0,AC,Cobra,17 février 2021,11500.0,Diesel,7.0,Bleu,Autres,La manouba,Autres villes
"Ben arous, Hammam Chott",199000.0,2010.0,Renault,Megane,10 mars 2021,24700.0,Essence,7.0,Beige,Autres,Ben arous,Hammam Chott
"Bizerte, Bizerte",0.0,1990.0,Peugeot,205,4 mars 2021,10500.0,Essence,4.0,Blanc,Berline,Bizerte,Bizerte
"Nabeul, Autres villes",180.0,2013.0,Citroen,C4,12 février 2021,36800.0,Diesel,6.0,Autre,Autres,Nabeul,Autres villes
"Ben arous, Ezzahra",14000.0,2020.0,Mahindra,Hover,2 mars 2021,37200.0,Essence,5.0,Rouge,Autres,Ben arous,Ezzahra
"Nabeul, Autres villes",300000.0,2000.0,Peugeot,106,12 février 2021,10000.0,Essence,4.0,Gris,Compacte,Nabeul,Autres villes
"Sfax, Autres villes",115000.0,2015.0,Seat,Ibiza,9 mars 2021,23500.0,Essence,5.0,Gris,Compacte,Sfax,Autres villes
"Ben arous, Boumhel",100.0,2014.0,Ford,Fiesta,13 mars 2021,32000.0,Essence,5.0,Bleu,Compacte,Ben arous,Boumhel
"Tunis, Autres villes",160.0,2011.0,Chevrolet,Aveo,15 février 2021,22700.0,Essence,22700.0,Blanc,Compacte,Tunis,Autres villes
"Ben arous, Ben arous",342000.0,1998.0,Peugeot,106,9 février 2021,11300.0,Essence,4.0,Vert,Berline,Ben arous,Ben arous
"Tunis, La Marsa",68000.0,2018.0,Seat,Leon ST,2 mars 2021,48000.0,Essence,5.0,Noir,Compacte,Tunis,La Marsa
"Tunis, Autres villes",112000.0,2018.0,Fiat,Fiorino,11 mars 2021,27800.0,Diesel,5.0,Blanc,Utilitaire,Tunis,Autres villes
"Zaghouan, Autres villes",80000.0,2019.0,Chevrolet,Alero,3 mars 2021,27000.0,Essence,4.0,Noir,Utilitaire,Zaghouan,Autres villes
"Tunis, Autres villes",187000.0,1999.0,Volkswagen,Polo,7 mars 2021,12400.0,Essence,4.0,Vert,Autres,Tunis,Autres villes
"Tunis, Autres villes",0.0,1999.0,Volkswagen,Golf 4,2 mars 2021,16000.0,Essence,5.0,Noir,Autres,Tunis,Autres villes
"Sfax, Autres villes",258779.0,2010.0,Audi,A4,15 février 2021,45000.0,Essence,7.0,Blanc,Manuelle,Sfax,Autres villes
"Tunis, Autres villes",280000.0,2008.0,Toyota,Hilux,9 mars 2021,42000.0,Diesel,10.0,Autres,Avec kilométrage,Tunis,Autres villes
"Médenine, Autres villes",83000.0,2013.0,Kia,Optima,5 mars 2021,48500.0,Essence,10.0,Blanc,Berline,Médenine,Autres villes
"Ariana, La Soukra",370000.0,2007.0,Mercedes-Benz,Classe E,21 février 2021,43500.0,Diesel,8.0,Noir,Compacte,Ariana,La Soukra
"Tunis, Autres villes",112000.0,2012.0,Hyundai,Elantra,8 mars 2021,30000.0,Essence,7.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Tunis, Autres villes",170000.0,2013.0,lancia,Ypsilon,6 février 2021,27000.0,Essence,4.0,Noir,Berline,Tunis,Autres villes
"Monastir, Monastir",200.0,1997.0,Hyundai,Accent,16 février 2021,6800.0,Essence,6.0,Rouge,Compacte,Monastir,Monastir
"Gabès, Autres villes",165000.0,2010.0,Mitsubishi,L200,13 mars 2021,28500.0,Diesel,10.0,Blanc,Pick up,Gabès,Autres villes
"Sousse, Sousse",49730.0,2011.0,Mercedes-Benz,Classe B,13 mars 2021,45000.0,Essence,6.0,Blanc,Berline,Sousse,Sousse
"Tunis, Autres villes",290.0,2007.0,Seat,Altea,11 mars 2021,22000.0,Diesel,6.0,Noir,Autres,Tunis,Autres villes
"Bizerte, Autres villes",240.0,2000.0,Renault,Clio,13 mars 2021,13500.0,Essence,4.0,Noir,Compacte,Bizerte,Autres villes
"Kairouan, Haffouz",117000.0,2016.0,Isuzu,D-MAX,19 février 2021,46500.0,Diesel,10.0,Blanc,Compacte,Kairouan,Haffouz
"Ben arous, Radès",84000.0,2017.0,Autres,Autres,13 mars 2021,69800.0,Essence,9.0,Noir,Autres,Ben arous,Radès
"Sousse, Autres villes",120000.0,2010.0,Peugeot,308,1 mars 2021,24000.0,Essence,6.0,Noir,Berline,Sousse,Autres villes
"Tunis, Autres villes",190000.0,2015.0,Skoda,Octavia,2 mars 2021,40000.0,Essence,8.0,Beige,Berline,Tunis,Autres villes
"Tunis, Autres villes",260.0,2004.0,Renault,Clio,15 février 2021,16500.0,Essence,5.0,Camel,Berline,Tunis,Autres villes
"Nabeul, Dar Châabane El Fehri",23000.0,2016.0,Peugeot,208,13 mars 2021,29000.0,Essence,4.0,Bleu,Utilitaire,Nabeul,Dar Châabane El Fehri
"Monastir, Autres villes",177.0,2010.0,Peugeot,308,16 février 2021,24000.0,Essence,6.0,Gris,Berline,Monastir,Autres villes
"Tunis, Autres villes",175.0,2008.0,Mitsubishi,L200,9 février 2021,35000.0,Diesel,10.0,Blanc,Utilitaire,Tunis,Autres villes
"Sousse, Autres villes",102000.0,1992.0,Fiat,Uno,1 mars 2021,4200.0,Essence,4.0,Blanc,Compacte,Sousse,Autres villes
"Sousse, Sousse",180.0,2013.0,Ford,Mondeo,13 mars 2021,31500.0,Essence,7.0,Autre,Berline,Sousse,Sousse
"Ben arous, Autres villes",200.0,1987.0,Volkswagen,Golf 2,28 février 2021,2700.0,Diesel,1.0,Blanc,Autres,Ben arous,Autres villes
"Nabeul, Autres villes",147000.0,2014.0,Citroen,Berlingo,4 mars 2021,24200.0,Diesel,7.0,Blanc,Autres,Nabeul,Autres villes
"Ariana, Ghazela",250.0,1995.0,Opel,Astra,16 février 2021,8200.0,Diesel,6.0,Noir,Berline,Ariana,Ghazela
"Tunis, Autres villes",300.0,1995.0,Renault,Estafette,11 mars 2021,11700.0,Diesel,10.0,Gris,Monospace,Tunis,Autres villes
"Tunis, Tunis",50000.0,2017.0,Autres,Autres,8 mars 2021,39000.0,Essence,7.0,Blanc,Berline,Tunis,Tunis
"Sfax, Autres villes",192000.0,2013.0,Volkswagen,Passat,5 mars 2021,55000.0,Diesel,5.0,Gris,Berline,Sfax,Autres villes
"Béja, Béja Nord",25000.0,2020.0,Hyundai,I 20,22 février 2021,13500.0,Essence,5.0,Blanc,Berline,Béja,Béja Nord
"Tunis, El Ouardia",111.0,2000.0,Citroen,Saxo,1 mars 2021,8500.0,Essence,5.0,Noir,Autres,Tunis,El Ouardia
"Tunis, Autres villes",9600.0,2020.0,Citroen,C3,17 février 2021,50500.0,Essence,4.0,Blanc,Autres,Tunis,Autres villes
"Zaghouan, Autres villes",250000.0,2008.0,Peugeot,206,9 février 2021,17500.0,Essence,6.0,Manuelle,&gt;4.0,Zaghouan,Autres villes
"Ariana, Autres villes",24000.0,2009.0,Volkswagen,Caddy,8 mars 2021,18500.0,Diesel,8.0,Gris,Autres,Ariana,Autres villes
"Ben arous, Autres villes",287000.0,2010.0,Toyota,Aygo,11 mars 2021,22500.0,Essence,4.0,Noir,Avec kilométrage,Ben arous,Autres villes
"Tunis, Autres villes",150000.0,2017.0,Suzuki,APV,4 mars 2021,38500.0,Essence,5.0,Gris,Berline,Tunis,Autres villes
"Nabeul, Autres villes",0.0,1992.0,Renault,Express,24 février 2021,7500.0,Diesel,6.0,Blanc,Berline,Nabeul,Autres villes
"Béja, Thibar",264503.0,1985.0,Peugeot,205,17 février 2021,5800.0,Essence,4.0,Vert,Autres,Béja,Thibar
